cbg,week_number,device_count_week,completely_home_device_count_per_week,median_home_dwell_time_per_week,median_non_home_dwell_time_per_week
181570102013,19,879,256,5101,610
181570102013,20,915,253,4799,687
181570102013,21,891,209,3844,1005
181570102013,14,790,302,5660,416
181570102013,15,668,242,6025,464
181570102013,29,1562,340,7912,1808
181570102013,30,1340,328,7316,1352
181570102013,38,1546,362,8848,2428
181570102013,39,1532,310,8170,2500
181570102013,22,1790,406,8860,2044
181570102013,23,1788,448,8430,1682
181570102013,16,798,281,5233,454
181570102013,17,805,241,4653,587
181570102013,18,817,240,5418,521
181570102013,31,1596,320,7642,2084
181570102013,32,1498,296,7248,1900
181570102013,33,1452,266,7056,3242
181570102013,24,1644,410,8030,2262
181570102013,25,1860,394,7868,2448
181570102013,40,1602,444,7998,1560
181570102013,41,1552,400,6984,2496
181570102013,42,1598,422,7890,1484
181570102013,34,1400,290,7186,2016
181570102013,43,1618,362,8254,2148
